31093	0.217391304	0.428571429	0
29866	0.434782609	0.428571429	0
28338	0.652173913	0.428571429	0
26996	0.869565217	0.428571429	0
25950	1.086956522	0.428571429	0
25792	1.304347826	0.428571429	0
25959	1.52173913	0.428571429	0
25218	1.739130435	0.428571429	0
25514	1.956521739	0.428571429	0
28428	2.173913043	0.428571429	0
31589	2.391304348	0.428571429	0
34011	2.608695652	0.428571429	0
35674	2.826086957	0.428571429	0
35825	3.043478261	0.428571429	0
36132	3.260869565	0.428571429	0
37148	3.47826087	0.428571429	0
39622	3.695652174	0.428571429	0
39841	3.913043478	0.428571429	0
38118	4.130434783	0.428571429	0
35867	4.347826087	0.428571429	0
34716	4.565217391	0.428571429	0
32667	4.782608696	0.428571429	0
30706	5	0.428571429	0
29131	0	0.857142857	0.136986301
29817	0.217391304	0.857142857	0.136986301
29343	0.434782609	0.857142857	0.136986301
28678	0.652173913	0.857142857	0.136986301
27609	0.869565217	0.857142857	0.136986301
26933	1.086956522	0.857142857	0.136986301
27371	1.304347826	0.857142857	0.136986301
28397	1.52173913	0.857142857	0.136986301
28965	1.739130435	0.857142857	0.136986301
31068	1.956521739	0.857142857	0.136986301
34044	2.173913043	0.857142857	0.136986301
35932	2.391304348	0.857142857	0.136986301
36803	2.608695652	0.857142857	0.136986301
37166	2.826086957	0.857142857	0.136986301
36740	3.043478261	0.857142857	0.136986301
37025	3.260869565	0.857142857	0.136986301
39500	3.47826087	0.857142857	0.136986301
45451	3.695652174	0.857142857	0.136986301
46350	3.913043478	0.857142857	0.136986301
44542	4.130434783	0.857142857	0.136986301
41850	4.347826087	0.857142857	0.136986301
39368	4.565217391	0.857142857	0.136986301
36207	4.782608696	0.857142857	0.136986301
32891	5	0.857142857	0.136986301
30861	0	1.285714286	0.273972603
31238	0.217391304	1.285714286	0.273972603
30114	0.434782609	1.285714286	0.273972603
29905	0.652173913	1.285714286	0.273972603
29164	0.869565217	1.285714286	0.273972603
28745	1.086956522	1.285714286	0.273972603
30029	1.304347826	1.285714286	0.273972603
34504	1.52173913	1.285714286	0.273972603
40021	1.739130435	1.285714286	0.273972603
41825	1.956521739	1.285714286	0.273972603
44221	2.173913043	1.285714286	0.273972603
45237	2.391304348	1.285714286	0.273972603
46249	2.608695652	1.285714286	0.273972603
46253	2.826086957	1.285714286	0.273972603
45347	3.043478261	1.285714286	0.273972603
45387	3.260869565	1.285714286	0.273972603
46621	3.47826087	1.285714286	0.273972603
51229	3.695652174	1.285714286	0.273972603
51480	3.913043478	1.285714286	0.273972603
49829	4.130434783	1.285714286	0.273972603
46530	4.347826087	1.285714286	0.273972603
43665	4.565217391	1.285714286	0.273972603
39667	4.782608696	1.285714286	0.273972603
35342	5	1.285714286	0.273972603
33008	0	1.714285714	0.410958904
33457	0.217391304	1.714285714	0.410958904
32765	0.434782609	1.714285714	0.410958904
31841	0.652173913	1.714285714	0.410958904
31211	0.869565217	1.714285714	0.410958904
31022	1.086956522	1.714285714	0.410958904
31736	1.304347826	1.714285714	0.410958904
37367	1.52173913	1.714285714	0.410958904
42804	1.739130435	1.714285714	0.410958904
44062	1.956521739	1.714285714	0.410958904
45307	2.173913043	1.714285714	0.410958904
45991	2.391304348	1.714285714	0.410958904
46701	2.608695652	1.714285714	0.410958904
46953	2.826086957	1.714285714	0.410958904
46959	3.043478261	1.714285714	0.410958904
47199	3.260869565	1.714285714	0.410958904
49200	3.47826087	1.714285714	0.410958904
52263	3.695652174	1.714285714	0.410958904
51990	3.913043478	1.714285714	0.410958904
50709	4.130434783	1.714285714	0.410958904
47731	4.347826087	1.714285714	0.410958904
44617	4.565217391	1.714285714	0.410958904
39824	4.782608696	1.714285714	0.410958904
36049	5	1.714285714	0.410958904
33329	0	2.142857143	0.547945205
33927	0.217391304	2.142857143	0.547945205
33191	0.434782609	2.142857143	0.547945205
32581	0.652173913	2.142857143	0.547945205
31566	0.869565217	2.142857143	0.547945205
31108	1.086956522	2.142857143	0.547945205
32498	1.304347826	2.142857143	0.547945205
37317	1.52173913	2.142857143	0.547945205
43095	1.739130435	2.142857143	0.547945205
43596	1.956521739	2.142857143	0.547945205
44924	2.173913043	2.142857143	0.547945205
45398	2.391304348	2.142857143	0.547945205
45526	2.608695652	2.142857143	0.547945205
45195	2.826086957	2.142857143	0.547945205
45173	3.043478261	2.142857143	0.547945205
45228	3.260869565	2.142857143	0.547945205
46727	3.47826087	2.142857143	0.547945205
51360	3.695652174	2.142857143	0.547945205
51352	3.913043478	2.142857143	0.547945205
50303	4.130434783	2.142857143	0.547945205
47089	4.347826087	2.142857143	0.547945205
44208	4.565217391	2.142857143	0.547945205
40095	4.782608696	2.142857143	0.547945205
36043	5	2.142857143	0.547945205
33876	0	2.571428571	0.684931507
34337	0.217391304	2.571428571	0.684931507
33353	0.434782609	2.571428571	0.684931507
32922	0.652173913	2.571428571	0.684931507
31853	0.869565217	2.571428571	0.684931507
32000	1.086956522	2.571428571	0.684931507
33350	1.304347826	2.571428571	0.684931507
38571	1.52173913	2.571428571	0.684931507
43935	1.739130435	2.571428571	0.684931507
45134	1.956521739	2.571428571	0.684931507
46258	2.173913043	2.571428571	0.684931507
46330	2.391304348	2.571428571	0.684931507
46224	2.608695652	2.571428571	0.684931507
45961	2.826086957	2.571428571	0.684931507
45297	3.043478261	2.571428571	0.684931507
