29240,1.956521739,0.428571429,20.82191781
26268,2.391304348,0.428571429,18.49315068
46221,3.695652174,0.857142857,8.630136986
24412,0.652173913,0.857142857,17.12328767
39128,4.782608696,1.714285714,42.87671233
52171,1.739130435,2.142857143,5.342465753
35060,5,0.857142857,47.80821918
45548,4.347826087,1.285714286,1.506849315
40798,1.956521739,0.857142857,9.315068493
26164,0.869565217,1.285714286,19.45205479
40943,3.260869565,0.428571429,1.917808219
33825,3.913043478,2.571428571,21.09589041
32987,1.739130435,2.142857143,32.73972603
32911,5,0.428571429,0.95890411
40413,3.47826087,1.714285714,11.91780822
22465,0.434782609,3,33.97260274
37321,4.130434783,1.714285714,17.39726027
28207,0.652173913,0.857142857,11.64383562
29784,2.173913043,3,23.15068493
24900,0,3,23.69863014
27250,1.52173913,0.428571429,47.26027397
25868,0,1.285714286,46.84931507
44606,4.130434783,0.857142857,46.71232877
37512,1.956521739,2.571428571,17.53424658
25824,0.217391304,2.571428571,31.36986301
39195,2.608695652,2.142857143,48.76712329
41624,2.391304348,2.571428571,12.87671233
31658,1.304347826,0.857142857,10.68493151
24558,0.652173913,3,26.71232877
23663,0.434782609,0.428571429,28.63013699
44955,2.173913043,0.857142857,10.2739726
27216,0,1.714285714,25.34246575
35914,1.52173913,2.571428571,22.60273973
32066,0.217391304,2.142857143,8.767123288
25212,0.217391304,2.142857143,24.24657534
40750,3.695652174,2.571428571,40.82191781
40140,2.608695652,0.857142857,25.06849315
34001,4.782608696,1.285714286,49.04109589
38849,3.695652174,2.142857143,49.04109589
28262,0.869565217,2.142857143,18.76712329
30283,1.956521739,0.428571429,27.53424658
27888,1.52173913,0.428571429,44.38356164
32891,1.52173913,1.714285714,44.10958904
26395,1.086956522,0.857142857,13.56164384
37581,3.260869565,3,49.45205479
38691,2.173913043,2.142857143,33.15068493
29320,3.043478261,0.428571429,33.42465753
39101,2.608695652,2.571428571,15.89041096
31976,1.304347826,2.142857143,16.43835616
35965,3.695652174,2.571428571,22.32876712
33960,3.260869565,2.142857143,13.56164384
31027,4.782608696,0.857142857,37.53424658
36142,1.52173913,2.571428571,20.68493151
26458,3.260869565,0.428571429,32.87671233
32860,3.913043478,1.714285714,26.57534247
39369,3.695652174,1.285714286,18.21917808
54221,3.913043478,2.571428571,4.520547945
31026,1.956521739,0.428571429,34.52054795
43076,3.260869565,1.285714286,42.32876712
31451,0.652173913,2.571428571,43.83561644
47656,1.956521739,0.857142857,2.465753425
48452,3.47826087,0.857142857,47.80821918
45504,3.47826087,2.571428571,45.61643836
58552,4.130434783,1.714285714,5.205479452
36890,0.217391304,1.285714286,2.191780822
49979,4.130434783,0.857142857,6.438356164
44415,1.956521739,2.571428571,48.63013699
37091,4.565217391,1.285714286,16.30136986
44824,2.608695652,1.714285714,1.369863014
32194,1.304347826,1.714285714,3.97260274
38107,3.47826087,0.428571429,6.164383562
26393,1.086956522,2.571428571,36.98630137
36371,2.608695652,1.714285714,29.8630137
30013,4.565217391,3,24.79452055
32847,4.565217391,2.571428571,22.46575342
23618,0.652173913,1.285714286,29.7260274
42043,2.608695652,0.428571429,3.424657534
26236,0.217391304,2.571428571,35.06849315
35217,2.391304348,3,38.21917808
34441,0.434782609,0.857142857,11.50684932
31888,0.652173913,1.285714286,1.232876712
43272,3.913043478,0.428571429,4.109589041
22435,1.086956522,0.428571429,41.09589041
32480,2.826086957,1.285714286,26.43835616
27091,5,2.571428571,16.57534247
37232,1.956521739,2.571428571,27.26027397
25581,2.826086957,0.857142857,20.54794521
27001,1.739130435,0.428571429,33.42465753
25985,0.434782609,2.142857143,35.89041096
29159,1.739130435,3,46.43835616
33269,5,0.428571429,45.06849315
21126,0.869565217,0.428571429,35.75342466
48211,4.130434783,1.714285714,44.24657534
24464,0,2.571428571,30
26279,0.434782609,2.571428571,15.61643836
31990,4.565217391,0.428571429,38.90410959
36176,4.130434783,1.285714286,26.02739726
32706,3.043478261,2.571428571,36.71232877
34914,2.826086957,3,39.17808219
33827,3.47826087,3,38.76712329
29809,5,2.142857143,18.76712329
28454,1.52173913,3,17.94520548
24348,5,0.428571429,36.02739726
40085,3.47826087,0.857142857,19.31506849
34908,2.173913043,0.857142857,2.739726027
22879,0.217391304,1.285714286,36.98630137
34455,3.913043478,2.142857143,26.02739726
39547,1.739130435,1.714285714,19.45205479
29245,0.869565217,2.142857143,6.849315068
32228,0.434782609,1.285714286,48.49315068
44791,2.608695652,2.142857143,4.109589041
31659,0.869565217,1.714285714,5.616438356
28993,1.304347826,3,40.4109589
32183,2.173913043,0.857142857,29.45205479
32919,4.782608696,2.571428571,17.94520548
31947,3.913043478,0.428571429,27.67123288
37907,0.217391304,0.857142857,2.739726027
31726,3.695652174,2.571428571,19.17808219
38561,2.173913043,0.428571429,16.30136986
28862,0.217391304,1.714285714,41.36986301
41364,2.608695652,2.571428571,10
38537,1.52173913,1.714285714,46.16438356
45082,3.260869565,2.142857143,2.465753425
25751,5,2.142857143,23.15068493
29461,4.782608696,0.857142857,20.1369863
25378,0.434782609,3,27.53424658
32662,1.956521739,2.142857143,17.12328767
20418,0.434782609,0.857142857,32.05479452
29549,0,0.857142857,13.42465753
32485,3.043478261,2.571428571,13.69863014
30003,0,1.714285714,11.91780822
26452,1.52173913,0.428571429,13.69863014
23940,0.434782609,2.142857143,22.87671233
22781,0,3,34.93150685
37061,2.391304348,2.142857143,24.24657534
35475,4.130434783,0.428571429,40
38692,4.782608696,2.142857143,45.34246575
33384,2.826086957,0.428571429,6.98630137
46641,1.956521739,2.571428571,6.02739726
35259,4.347826087,2.142857143,28.35616438
45820,3.913043478,3,0.273972603
38169,3.043478261,3,0.547945205
30839,4.347826087,0.428571429,33.15068493
27246,3.913043478,0.428571429,26.16438356
46225,4.347826087,1.714285714,7.671232877
22835,1.304347826,0.428571429,37.26027397
33914,1.739130435,3,9.315068493
42645,3.260869565,1.285714286,8.767123288
39068,1.739130435,1.714285714,22.46575342
30607,1.086956522,2.571428571,46.43835616
47783,4.347826087,1.285714286,5.616438356
32303,0.217391304,2.571428571,10
23978,1.086956522,0.857142857,31.36986301
36456,1.52173913,1.285714286,21.09589041
28692,0.652173913,0.857142857,41.36986301
45176,1.956521739,1.714285714,1.917808219
47150,3.913043478,0.857142857,40.4109589
